"B0 AOI1";;;;;;;;;;
"Index [1]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"Sigma_X [mm]";"Sigma_Y [mm]";"Sigma_Z [mm]";"sigma [pixel]"
137;-378,1942138671875;136,45712280273438;41009,19140625;278,0368347167969;-825,4620971679688;53,38755416870117;0,554297685623169;0,1768539398908615;0,1575196236371994;0,007823494262993336
138;-378,1942138671875;136,45712280273438;41009,19140625;360,09368896484375;-803,8677368164062;62,97697067260742;0,5709102153778076;0,18312254548072815;0,16263146698474884;0,008162030950188637
139;-378,1942138671875;136,45712280273438;41009,19140625;314,0726013183594;-743,3912353515625;55,3758430480957;0,5640914440155029;0,18011368811130524;0,16116994619369507;0,00797936599701643
140;-378,1942138671875;136,45712280273438;41009,19140625;343,00164794921875;-741,0982666015625;58,540462493896484;0,5651793479919434;0,17744231224060059;0,16201619803905487;0,007945493794977665
141;-378,1942138671875;136,45712280273438;41009,19140625;334,17169189453125;-669,922607421875;55,31090545654297;0,572349488735199;0,17891477048397064;0,16459666192531586;0,00806473195552826
142;-378,1942138671875;136,45712280273438;41009,19140625;327,3748474121094;-637,153076171875;53,29534149169922;0,5388579368591309;0,16694137454032898;0,15551526844501495;0,007290024310350418
143;-378,1942138671875;136,45712280273438;41009,19140625;372,7911376953125;-605,5535278320312;58,43859100341797;0,5567442178726196;0,1717972606420517;0,16121791303157806;0,007645325735211372
144;-378,1942138671875;136,45712280273438;41009,19140625;355,6050720214844;-576,4093017578125;55,59912872314453;0,547029435634613;0,16817981004714966;0,15898601710796356;0,007400334347039461
145;-378,1942138671875;136,45712280273438;41009,19140625;325,12432861328125;-522,8881225585938;50,155548095703125;0,5524649620056152;0,16705745458602905;0,16126377880573273;0,0074541931971907616
146;-378,1942138671875;136,45712280273438;41009,19140625;362,690185546875;-535,4371948242188;55,56013870239258;0,5591380000114441;0,17225588858127594;0,1636563241481781;0,007612003944814205
147;-378,1942138671875;136,45712280273438;41009,19140625;319,67608642578125;-476,4398498535156;48,97941207885742;0,5322059988975525;0,16290035843849182;0,1564105749130249;0,006988209206610918
148;-378,1942138671875;136,45712280273438;41009,19140625;339,3936462402344;-461,79083251953125;51,27735900878906;0,5234879851341248;0,16198231279850006;0,15430983901023865;0,006788706872612238
149;-378,1942138671875;136,45712280273438;41009,19140625;351,201171875;-455,7995300292969;53,36412048339844;0,5195349454879761;0,1579960435628891;0,1539038121700287;0,006637421902269125
