"B0 AOI1";;;;;;;;;;
"Index [1]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"Sigma_X [mm]";"Sigma_Y [mm]";"Sigma_Z [mm]";"sigma [pixel]"
136;-356,1358642578125;96,00934600830078;40729,83203125;376,00518798828125;-714,3114624023438;59,27598190307617;0,5313642024993896;0,1674109846353531;0,1532447636127472;0,00743810785934329
137;-356,1358642578125;96,00934600830078;40729,83203125;342,11822509765625;-714,9232788085938;55,06391143798828;0,5392173528671265;0,1716826856136322;0,15590046346187592;0,007598948199301958
138;-356,1358642578125;96,00934600830078;40729,83203125;412,5649719238281;-705,5641479492188;63,90674591064453;0,5459840297698975;0,17606529593467712;0,15820705890655518;0,007730985060334206
139;-356,1358642578125;96,00934600830078;40729,83203125;357,37371826171875;-663,6381225585938;55,70039367675781;0,5357761979103088;0,16616952419281006;0,15574875473976135;0,007425415329635143
140;-356,1358642578125;96,00934600830078;40729,83203125;374,01373291015625;-680,1272583007812;58,694244384765625;0,5441518425941467;0,17147020995616913;0,15859806537628174;0,007604894693940878
141;-356,1358642578125;96,00934600830078;40729,83203125;354,7322692871094;-627,2219848632812;55,18068313598633;0,5533903241157532;0,17080320417881012;0,16182389855384827;0,007743207737803459
142;-356,1358642578125;96,00934600830078;40729,83203125;339,210693359375;-610,2395629882812;52,74738311767578;0,5255436897277832;0,16299277544021606;0,15414564311504364;0,007115759886801243
143;-356,1358642578125;96,00934600830078;40729,83203125;378,36883544921875;-590,8264770507812;57,42448425292969;0,5398714542388916;0,16579093039035797;0,1588708907365799;0,007385055534541607
144;-356,1358642578125;96,00934600830078;40729,83203125;356,6769104003906;-570,6539916992188;54,48393630981445;0,5269074440002441;0,16294801235198975;0,15553908050060272;0,00708811217918992
145;-356,1358642578125;96,00934600830078;40729,83203125;324,02032470703125;-523,3995971679688;49,01240921020508;0,5212351083755493;0,1577446013689041;0,15450333058834076;0,006896848790347576
146;-356,1358642578125;96,00934600830078;40729,83203125;362,3777770996094;-538,0020141601562;54,67567825317383;0,5323728322982788;0,16427680850028992;0,15822277963161469;0,007153176702558994
147;-356,1358642578125;96,00934600830078;40729,83203125;320,7088928222656;-475,71905517578125;47,95459747314453;0,532332181930542;0,16308249533176422;0,15881800651550293;0,007114263717085123
148;-356,1358642578125;96,00934600830078;40729,83203125;343,7651672363281;-453,62127685546875;50,83065414428711;0,5124516487121582;0,15848654508590698;0,1533416509628296;0,006667570676654577
149;-356,1358642578125;96,00934600830078;40729,83203125;360,65576171875;-436,4307861328125;52,76958084106445;0,5186895132064819;0,15900582075119019;0,1558341532945633;0,006763861980289221
150;-356,1358642578125;96,00934600830078;40729,83203125;380,000244140625;-442,33880615234375;55,6790885925293;0,49881675839424133;0,1534084528684616;0,1503833830356598;0,00629824586212635
151;-356,1358642578125;96,00934600830078;40729,83203125;400,1094970703125;-423,04803466796875;57,90736389160156;0,4900391399860382;0,15154972672462463;0,14821591973304749;0,006081555970013142
152;-356,1358642578125;96,00934600830078;40729,83203125;424,14801025390625;-443,50341796875;62,031494140625;0,5011749863624573;0,15551313757896423;0,15211156010627747;0,00632126210257411
153;-356,1358642578125;96,00934600830078;40729,83203125;440,85467529296875;-425,1851806640625;63,85267639160156;0,4982287585735321;0,1563921719789505;0,15161879360675812;0,006253338418900967
